device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-01;2024-03;temperatura;44.70;24.77;17.50
sirrosteste_UCS_AMV-01;2024-03;umidade;97.60;74.03;29.70
sirrosteste_UCS_AMV-01;2024-03;luminosidade;27306.20;5350.69;0.10
sirrosteste_UCS_AMV-01;2024-03;ruido;120.00;102.73;51.40
sirrosteste_UCS_AMV-01;2024-03;eco2;170.00;12.38;1.00
sirrosteste_UCS_AMV-01;2024-03;etvoc;1481.00;410.56;400.00
sirrosteste_UCS_AMV-16;2024-07;temperatura;32.10;11.18;0.30
sirrosteste_UCS_AMV-16;2024-07;umidade;100.00;85.76;27.30
sirrosteste_UCS_AMV-16;2024-07;luminosidade;9262.70;743.67;0.10
sirrosteste_UCS_AMV-16;2024-07;ruido;107.70;75.59;48.20
sirrosteste_UCS_AMV-16;2024-07;eco2;286.00;14.91;1.00
sirrosteste_UCS_AMV-16;2024-07;etvoc;1641.00;408.64;400.00
sirrosteste_UCS_AMV-14;2024-07;temperatura;42.60;15.03;1.70
sirrosteste_UCS_AMV-14;2024-07;umidade;83.80;65.24;13.20
sirrosteste_UCS_AMV-14;2024-07;luminosidade;27306.20;1360.30;0.10
sirrosteste_UCS_AMV-14;2024-07;ruido;120.00;73.68;42.70
sirrosteste_UCS_AMV-14;2024-07;eco2;1197.00;395.75;1.00
sirrosteste_UCS_AMV-14;2024-07;etvoc;2227.00;1305.21;400.00
sirrosteste_UCS_AMV-19;2024-07;temperatura;24.80;19.11;8.20
sirrosteste_UCS_AMV-19;2024-07;umidade;98.40;87.19;56.60
sirrosteste_UCS_AMV-19;2024-07;luminosidade;485.90;155.02;0.10
sirrosteste_UCS_AMV-19;2024-07;ruido;104.80;71.95;43.80
sirrosteste_UCS_AMV-19;2024-07;eco2;109.00;11.83;1.00
sirrosteste_UCS_AMV-19;2024-07;etvoc;1119.00;447.07;400.00
sirrosteste_UCS_AMV-05;2024-07;temperatura;28.30;12.65;0.20
sirrosteste_UCS_AMV-05;2024-07;umidade;94.50;77.47;23.00
sirrosteste_UCS_AMV-05;2024-07;luminosidade;3157.60;701.62;0.10
sirrosteste_UCS_AMV-05;2024-07;ruido;108.40;71.28;48.10
sirrosteste_UCS_AMV-05;2024-07;eco2;11.00;4.83;1.00
sirrosteste_UCS_AMV-05;2024-07;etvoc;479.00;403.77;401.00
sirrosteste_UCS_AMV-11;2024-07;temperatura;17.80;16.60;16.60
sirrosteste_UCS_AMV-11;2024-07;umidade;98.20;98.20;76.00
sirrosteste_UCS_AMV-11;2024-07;luminosidade;5926.70;1252.24;0.10
sirrosteste_UCS_AMV-11;2024-07;ruido;120.00;72.79;46.90
sirrosteste_UCS_AMV-11;2024-07;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-11;2024-07;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-20;2024-07;temperatura;24.80;12.08;7.00
sirrosteste_UCS_AMV-20;2024-07;umidade;92.00;75.21;40.60
sirrosteste_UCS_AMV-20;2024-07;luminosidade;3596.40;424.58;2.80
sirrosteste_UCS_AMV-20;2024-07;ruido;120.00;74.56;51.70
sirrosteste_UCS_AMV-20;2024-07;eco2;19.00;6.92;1.00
sirrosteste_UCS_AMV-20;2024-07;etvoc;533.00;400.34;400.00
sirrosteste_UCS_AMV-10;2024-07;temperatura;32.10;12.43;2.90
sirrosteste_UCS_AMV-10;2024-07;umidade;99.90;78.02;35.00
sirrosteste_UCS_AMV-10;2024-07;luminosidade;107.90;32.54;0.10
sirrosteste_UCS_AMV-10;2024-07;ruido;110.30;72.28;43.80
sirrosteste_UCS_AMV-10;2024-07;eco2;1191.00;39.55;1.00
sirrosteste_UCS_AMV-10;2024-07;etvoc;2221.00;493.08;400.00
sirrosteste_UCS_AMV-08;2024-07;temperatura;29.10;12.77;1.70
sirrosteste_UCS_AMV-08;2024-07;umidade;97.60;77.89;23.00
sirrosteste_UCS_AMV-08;2024-07;luminosidade;8494.50;1524.78;0.10
sirrosteste_UCS_AMV-08;2024-07;ruido;106.00;76.97;49.40
sirrosteste_UCS_AMV-08;2024-07;eco2;980.00;13.59;1.00
sirrosteste_UCS_AMV-08;2024-07;etvoc;2128.00;419.67;400.00
sirrosteste_UCS_AMV-22;2024-07;temperatura;27.00;16.42;14.30
sirrosteste_UCS_AMV-22;2024-07;umidade;92.90;65.48;43.80
sirrosteste_UCS_AMV-22;2024-07;luminosidade;7213.80;157.59;-1.00
sirrosteste_UCS_AMV-22;2024-07;ruido;114.70;71.91;55.00
sirrosteste_UCS_AMV-22;2024-07;eco2;1183.00;176.87;1.00
sirrosteste_UCS_AMV-22;2024-07;etvoc;2218.00;996.24;400.00
sirrosteste_UCS_AMV-12;2024-07;temperatura;37.90;12.40;0.60
sirrosteste_UCS_AMV-12;2024-07;umidade;90.70;73.07;22.00
sirrosteste_UCS_AMV-12;2024-07;luminosidade;4802.00;129.05;1.00
sirrosteste_UCS_AMV-12;2024-07;ruido;120.00;84.30;52.60
sirrosteste_UCS_AMV-12;2024-07;eco2;1194.00;182.23;1.00
sirrosteste_UCS_AMV-12;2024-07;etvoc;2226.00;673.87;400.00
sirrosteste_UCS_AMV-17;2024-07;temperatura;26.00;11.71;1.40
sirrosteste_UCS_AMV-17;2024-07;umidade;92.60;75.82;31.90
sirrosteste_UCS_AMV-17;2024-07;luminosidade;110.30;6.83;-1.00
sirrosteste_UCS_AMV-17;2024-07;ruido;106.50;76.44;46.80
sirrosteste_UCS_AMV-17;2024-07;eco2;1194.00;437.84;1.00
sirrosteste_UCS_AMV-17;2024-07;etvoc;2224.00;1081.98;400.00
sirrosteste_UCS_AMV-06;2024-07;temperatura;25.30;13.94;1.70
sirrosteste_UCS_AMV-06;2024-07;umidade;100.00;83.28;35.50
sirrosteste_UCS_AMV-06;2024-07;luminosidade;1284.30;88.96;0.50
sirrosteste_UCS_AMV-06;2024-07;ruido;120.00;83.98;58.20
sirrosteste_UCS_AMV-06;2024-07;etvoc;400.00;400.00;400.00
sirrosteste_UCS_AMV-21;2024-03;temperatura;53.60;32.38;14.10
sirrosteste_UCS_AMV-21;2024-03;umidade;93.10;51.78;18.30
sirrosteste_UCS_AMV-21;2024-03;luminosidade;25019.10;2889.19;-1.00
sirrosteste_UCS_AMV-21;2024-03;ruido;110.70;83.56;61.00
sirrosteste_UCS_AMV-21;2024-03;eco2;20.00;19.74;6.00
sirrosteste_UCS_AMV-21;2024-03;etvoc;445.00;403.70;400.00
sirrosteste_UCS_AMV-17;2024-03;temperatura;406.10;nan;-1405.10
sirrosteste_UCS_AMV-17;2024-03;umidade;3935.00;nan;18.70
sirrosteste_UCS_AMV-17;2024-03;luminosidade;13220.80;1050.41;-1.00
sirrosteste_UCS_AMV-17;2024-03;ruido;120.00;86.14;56.90
sirrosteste_UCS_AMV-17;2024-03;eco2;3790.00;62.35;1.00
sirrosteste_UCS_AMV-17;2024-03;etvoc;3440.00;567.58;381.00
sirrosteste_UCS_AMV-12;2024-03;temperatura;38.50;24.41;20.40
sirrosteste_UCS_AMV-12;2024-03;umidade;68.50;55.98;30.90
sirrosteste_UCS_AMV-12;2024-03;luminosidade;27306.20;1909.98;0.10
sirrosteste_UCS_AMV-12;2024-03;ruido;111.40;57.08;41.60
sirrosteste_UCS_AMV-12;2024-03;eco2;546.00;32.31;1.00
sirrosteste_UCS_AMV-12;2024-03;etvoc;1873.00;578.88;400.00
sirrosteste_UCS_AMV-13;2024-03;temperatura;36.20;26.42;19.30
sirrosteste_UCS_AMV-13;2024-03;umidade;68.30;57.62;29.90
sirrosteste_UCS_AMV-13;2024-03;luminosidade;2202.90;93.45;0.10
sirrosteste_UCS_AMV-13;2024-03;ruido;111.00;62.24;41.20
sirrosteste_UCS_AMV-13;2024-03;eco2;88.00;20.04;6.00
sirrosteste_UCS_AMV-13;2024-03;etvoc;984.00;405.75;400.00
sirrosteste_UCS_AMV-16;2024-03;temperatura;33.60;27.34;18.10
sirrosteste_UCS_AMV-16;2024-03;umidade;92.20;57.69;39.40
sirrosteste_UCS_AMV-16;2024-03;luminosidade;8185.40;294.61;0.10
sirrosteste_UCS_AMV-16;2024-03;ruido;120.00;68.86;43.90
sirrosteste_UCS_AMV-16;2024-03;eco2;3003.00;62.01;1.00
sirrosteste_UCS_AMV-16;2024-03;etvoc;3072.00;668.99;400.00
sirrosteste_UCS_AMV-11;2024-03;temperatura;37.30;25.72;16.60
sirrosteste_UCS_AMV-11;2024-03;umidade;99.90;63.20;33.40
sirrosteste_UCS_AMV-11;2024-03;luminosidade;9843.50;785.69;0.10
sirrosteste_UCS_AMV-11;2024-03;ruido;120.00;61.87;41.60
sirrosteste_UCS_AMV-11;2024-03;eco2;2504.00;36.75;1.00
sirrosteste_UCS_AMV-11;2024-03;etvoc;2833.00;536.83;400.00
sirrosteste_UCS_AMV-22;2024-03;temperatura;35.60;nan;20.60
sirrosteste_UCS_AMV-22;2024-03;umidade;89.30;nan;37.40
sirrosteste_UCS_AMV-22;2024-03;luminosidade;7828.40;17.71;0.10
sirrosteste_UCS_AMV-22;2024-03;ruido;120.00;70.18;43.80
sirrosteste_UCS_AMV-22;2024-03;eco2;5589.00;194.38;1.00
sirrosteste_UCS_AMV-22;2024-03;etvoc;4282.00;763.50;400.00
sirrosteste_UCS_AMV-05;2024-03;temperatura;34.80;24.81;16.60
sirrosteste_UCS_AMV-05;2024-03;umidade;91.00;59.95;38.80
sirrosteste_UCS_AMV-05;2024-03;luminosidade;11665.70;513.13;0.10
sirrosteste_UCS_AMV-05;2024-03;ruido;120.00;61.78;39.80
sirrosteste_UCS_AMV-05;2024-03;eco2;1161.00;36.53;1.00
sirrosteste_UCS_AMV-05;2024-03;etvoc;2210.00;621.13;400.00
sirrosteste_UCS_AMV-06;2024-03;temperatura;32.60;23.15;13.10
sirrosteste_UCS_AMV-06;2024-03;umidade;100.00;71.45;37.60
sirrosteste_UCS_AMV-06;2024-03;luminosidade;1990.50;84.26;0.10
sirrosteste_UCS_AMV-06;2024-03;ruido;120.00;74.61;41.50
sirrosteste_UCS_AMV-06;2024-03;eco2;897.00;24.65;1.00
sirrosteste_UCS_AMV-06;2024-03;etvoc;2085.00;494.93;400.00
sirrosteste_UCS_AMV-19;2024-03;temperatura;39.50;27.27;14.30
sirrosteste_UCS_AMV-19;2024-03;umidade;86.80;63.38;40.00
sirrosteste_UCS_AMV-19;2024-03;luminosidade;2639.40;82.94;0.10
sirrosteste_UCS_AMV-19;2024-03;ruido;120.00;65.29;41.70
sirrosteste_UCS_AMV-19;2024-03;eco2;396.00;14.63;1.00
sirrosteste_UCS_AMV-19;2024-03;etvoc;1754.00;413.68;400.00
sirrosteste_UCS_AMV-14;2024-03;temperatura;40.50;26.03;22.00
sirrosteste_UCS_AMV-14;2024-03;umidade;73.00;61.22;27.80
sirrosteste_UCS_AMV-14;2024-03;luminosidade;27306.20;681.61;0.10
sirrosteste_UCS_AMV-14;2024-03;ruido;111.10;59.56;44.70
sirrosteste_UCS_AMV-14;2024-03;eco2;370.00;34.18;1.00
sirrosteste_UCS_AMV-14;2024-03;etvoc;1731.00;590.35;400.00
sirrosteste_UCS_AMV-12;2024-08;temperatura;41.10;19.40;11.70
sirrosteste_UCS_AMV-12;2024-08;umidade;85.30;63.97;27.40
sirrosteste_UCS_AMV-12;2024-08;luminosidade;3236.50;244.74;2.00
sirrosteste_UCS_AMV-12;2024-08;ruido;101.60;77.50;56.10
sirrosteste_UCS_AMV-12;2024-08;eco2;1194.00;327.61;1.00
sirrosteste_UCS_AMV-12;2024-08;etvoc;2226.00;668.50;401.00
sirrosteste_UCS_AMV-17;2024-08;temperatura;26.40;13.19;0.80
sirrosteste_UCS_AMV-17;2024-08;umidade;91.20;72.65;36.10
sirrosteste_UCS_AMV-17;2024-08;luminosidade;91.90;9.92;-1.00
sirrosteste_UCS_AMV-17;2024-08;ruido;104.20;76.49;45.60
sirrosteste_UCS_AMV-17;2024-08;eco2;1190.00;267.26;1.00
sirrosteste_UCS_AMV-17;2024-08;etvoc;2222.00;774.93;400.00
sirrosteste_UCS_AMV-06;2024-08;temperatura;26.60;18.75;12.80
sirrosteste_UCS_AMV-06;2024-08;umidade;99.90;81.26;45.80
sirrosteste_UCS_AMV-06;2024-08;luminosidade;1221.30;91.13;0.30
sirrosteste_UCS_AMV-06;2024-08;ruido;120.00;85.78;68.50
sirrosteste_UCS_AMV-06;2024-08;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-06;2024-08;etvoc;403.00;400.00;400.00
sirrosteste_UCS_AMV-16;2024-08;temperatura;60.00;13.90;0.10
sirrosteste_UCS_AMV-16;2024-08;umidade;100.00;79.37;20.70
sirrosteste_UCS_AMV-16;2024-08;luminosidade;14602.40;1008.66;0.10
sirrosteste_UCS_AMV-16;2024-08;ruido;120.00;76.96;47.70
sirrosteste_UCS_AMV-16;2024-08;eco2;171.00;19.58;1.00
sirrosteste_UCS_AMV-16;2024-08;etvoc;1498.00;411.31;400.00
sirrosteste_UCS_AMV-14;2024-08;temperatura;44.50;18.90;2.50
sirrosteste_UCS_AMV-14;2024-08;umidade;82.30;56.02;10.50
sirrosteste_UCS_AMV-14;2024-08;luminosidade;27306.20;1595.07;0.10
sirrosteste_UCS_AMV-14;2024-08;ruido;120.00;74.58;42.60
sirrosteste_UCS_AMV-14;2024-08;eco2;1196.00;454.89;1.00
sirrosteste_UCS_AMV-14;2024-08;etvoc;2226.00;1113.15;400.00
sirrosteste_UCS_AMV-19;2024-08;temperatura;29.50;18.00;12.70
sirrosteste_UCS_AMV-19;2024-08;umidade;89.50;81.44;57.00
sirrosteste_UCS_AMV-19;2024-08;luminosidade;454.50;171.64;0.10
sirrosteste_UCS_AMV-19;2024-08;ruido;105.40;67.92;44.50
sirrosteste_UCS_AMV-19;2024-08;eco2;20.00;20.00;6.00
sirrosteste_UCS_AMV-19;2024-08;etvoc;443.00;403.00;403.00
sirrosteste_UCS_AMV-05;2024-08;temperatura;35.00;15.74;0.40
sirrosteste_UCS_AMV-05;2024-08;umidade;94.60;68.42;26.40
sirrosteste_UCS_AMV-05;2024-08;luminosidade;3444.10;912.57;0.10
sirrosteste_UCS_AMV-05;2024-08;ruido;120.00;72.13;48.20
sirrosteste_UCS_AMV-05;2024-08;eco2;75.00;20.00;2.00
sirrosteste_UCS_AMV-05;2024-08;etvoc;896.00;402.55;401.00
sirrosteste_UCS_AMV-11;2024-08;temperatura;35.00;15.31;2.20
sirrosteste_UCS_AMV-11;2024-08;umidade;98.20;88.69;29.90
sirrosteste_UCS_AMV-11;2024-08;luminosidade;8054.20;1540.50;0.10
sirrosteste_UCS_AMV-11;2024-08;ruido;113.40;72.79;46.20
sirrosteste_UCS_AMV-11;2024-08;eco2;38.00;20.00;8.00
sirrosteste_UCS_AMV-11;2024-08;etvoc;655.00;403.01;403.00
sirrosteste_UCS_AMV-20;2024-08;temperatura;3278.30;13.80;0.10
sirrosteste_UCS_AMV-20;2024-08;umidade;95.20;71.78;27.10
sirrosteste_UCS_AMV-20;2024-08;luminosidade;5574.20;473.35;0.50
sirrosteste_UCS_AMV-20;2024-08;ruido;120.00;70.72;38.30
sirrosteste_UCS_AMV-20;2024-08;eco2;41.00;19.86;1.00
sirrosteste_UCS_AMV-20;2024-08;etvoc;676.00;401.28;400.00
sirrosteste_UCS_AMV-10;2024-08;temperatura;30.30;15.63;2.80
sirrosteste_UCS_AMV-10;2024-08;umidade;96.20;68.06;33.50
sirrosteste_UCS_AMV-10;2024-08;luminosidade;109.90;37.17;0.10
sirrosteste_UCS_AMV-10;2024-08;ruido;115.20;72.69;43.80
sirrosteste_UCS_AMV-10;2024-08;eco2;1165.00;39.16;1.00
sirrosteste_UCS_AMV-10;2024-08;etvoc;2211.00;437.18;400.00
sirrosteste_UCS_AMV-08;2024-08;temperatura;35.50;15.42;0.70
sirrosteste_UCS_AMV-08;2024-08;umidade;96.60;70.11;29.40
sirrosteste_UCS_AMV-08;2024-08;luminosidade;13997.20;2219.87;0.10
sirrosteste_UCS_AMV-08;2024-08;ruido;112.30;78.44;49.10
sirrosteste_UCS_AMV-08;2024-08;eco2;184.00;15.27;1.00
sirrosteste_UCS_AMV-08;2024-08;etvoc;1518.00;411.00;403.00
sirrosteste_UCS_AMV-22;2024-08;temperatura;30.10;14.35;4.60
sirrosteste_UCS_AMV-22;2024-08;umidade;95.40;85.85;34.20
sirrosteste_UCS_AMV-22;2024-08;luminosidade;0.10;-1.00;-1.00
sirrosteste_UCS_AMV-22;2024-08;ruido;114.80;82.96;47.80
sirrosteste_UCS_AMV-22;2024-08;eco2;1193.00;92.58;1.00
sirrosteste_UCS_AMV-22;2024-08;etvoc;2224.00;565.67;400.00
sirrosteste_UCS_AMV-10;2024-03;temperatura;23.20;18.25;13.30
sirrosteste_UCS_AMV-10;2024-03;umidade;78.20;64.35;50.50
sirrosteste_UCS_AMV-10;2024-03;luminosidade;30.80;30.80;30.80
sirrosteste_UCS_AMV-10;2024-03;ruido;85.60;74.55;63.50
sirrosteste_UCS_AMV-10;2024-03;eco2;12.00;12.00;12.00
sirrosteste_UCS_AMV-10;2024-03;etvoc;484.00;442.00;400.00
sirrosteste_UCS_AMV-12;2024-04;temperatura;34.80;23.84;19.50
sirrosteste_UCS_AMV-12;2024-04;umidade;78.10;59.13;36.90
sirrosteste_UCS_AMV-12;2024-04;luminosidade;27306.20;814.87;0.20
sirrosteste_UCS_AMV-12;2024-04;ruido;120.00;63.91;41.30
sirrosteste_UCS_AMV-12;2024-04;eco2;1180.00;38.86;1.00
sirrosteste_UCS_AMV-12;2024-04;etvoc;2216.00;581.51;400.00
sirrosteste_UCS_AMV-16;2024-04;temperatura;31.20;23.59;19.50
sirrosteste_UCS_AMV-16;2024-04;umidade;81.10;65.01;43.90
sirrosteste_UCS_AMV-16;2024-04;luminosidade;184.60;2.19;0.10
sirrosteste_UCS_AMV-16;2024-04;ruido;120.00;61.10;43.60
sirrosteste_UCS_AMV-16;2024-04;eco2;4859.00;72.24;1.00
sirrosteste_UCS_AMV-16;2024-04;etvoc;3930.00;816.38;400.00
sirrosteste_UCS_AMV-19;2024-04;temperatura;37.40;23.57;17.60
sirrosteste_UCS_AMV-19;2024-04;umidade;97.20;66.74;33.90
sirrosteste_UCS_AMV-19;2024-04;luminosidade;3574.40;176.78;0.10
sirrosteste_UCS_AMV-19;2024-04;ruido;120.00;64.44;41.40
sirrosteste_UCS_AMV-19;2024-04;eco2;1192.00;98.78;1.00
sirrosteste_UCS_AMV-19;2024-04;etvoc;2224.00;702.68;400.00
sirrosteste_UCS_AMV-05;2024-04;temperatura;35.70;20.64;7.20
sirrosteste_UCS_AMV-05;2024-04;umidade;95.80;76.79;37.10
sirrosteste_UCS_AMV-05;2024-04;luminosidade;5258.40;1109.24;0.10
sirrosteste_UCS_AMV-05;2024-04;ruido;111.60;72.54;50.80
sirrosteste_UCS_AMV-05;2024-04;eco2;6418.00;64.93;1.00
sirrosteste_UCS_AMV-05;2024-04;etvoc;4671.00;705.13;400.00
sirrosteste_UCS_AMV-14;2024-04;temperatura;37.70;24.76;7.00
sirrosteste_UCS_AMV-14;2024-04;umidade;79.60;62.42;30.00
sirrosteste_UCS_AMV-14;2024-04;luminosidade;20482.00;249.41;0.10
sirrosteste_UCS_AMV-14;2024-04;ruido;110.60;64.79;44.40
sirrosteste_UCS_AMV-14;2024-04;eco2;1173.00;59.24;1.00
sirrosteste_UCS_AMV-14;2024-04;etvoc;2214.00;662.82;400.00
sirrosteste_UCS_AMV-22;2024-04;temperatura;31.60;23.85;4.60
sirrosteste_UCS_AMV-22;2024-04;umidade;91.30;65.17;45.40
sirrosteste_UCS_AMV-22;2024-04;luminosidade;57.60;2.76;-1.00
sirrosteste_UCS_AMV-22;2024-04;ruido;113.50;66.87;43.50
sirrosteste_UCS_AMV-22;2024-04;eco2;1715.00;34.59;1.00
sirrosteste_UCS_AMV-22;2024-04;etvoc;2471.00;607.06;400.00
sirrosteste_UCS_AMV-06;2024-04;temperatura;33.00;nan;11.90
sirrosteste_UCS_AMV-06;2024-04;umidade;100.00;nan;44.30
sirrosteste_UCS_AMV-06;2024-04;luminosidade;1370.90;96.94;0.40
sirrosteste_UCS_AMV-06;2024-04;ruido;120.00;82.97;58.00
sirrosteste_UCS_AMV-06;2024-04;eco2;244.00;19.85;1.00
sirrosteste_UCS_AMV-06;2024-04;etvoc;1598.00;403.65;400.00
sirrosteste_UCS_AMV-11;2024-04;temperatura;35.30;21.49;2.50
sirrosteste_UCS_AMV-11;2024-04;umidade;99.90;80.21;10.40
sirrosteste_UCS_AMV-11;2024-04;luminosidade;9277.70;2062.01;0.10
