device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-10;2024-12;temperatura;38.70;22.05;13.50
sirrosteste_UCS_AMV-10;2024-12;umidade;95.40;66.35;29.30
sirrosteste_UCS_AMV-10;2024-12;luminosidade;701.30;70.71;0.10
sirrosteste_UCS_AMV-10;2024-12;ruido;113.80;70.95;41.60
sirrosteste_UCS_AMV-10;2024-12;eco2;268.00;4.84;1.00
sirrosteste_UCS_AMV-10;2024-12;etvoc;1622.00;414.75;400.00
sirrosteste_UCS_AMV-05;2024-12;temperatura;39.10;21.87;3.60
sirrosteste_UCS_AMV-05;2024-12;umidade;96.10;69.68;28.80
sirrosteste_UCS_AMV-05;2024-12;luminosidade;6086.10;1195.23;0.10
sirrosteste_UCS_AMV-05;2024-12;ruido;120.00;73.68;49.40
sirrosteste_UCS_AMV-05;2024-12;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2024-12;etvoc;409.00;403.00;403.00
sirrosteste_UCS_AMV-20;2024-12;temperatura;37.10;18.15;9.70
sirrosteste_UCS_AMV-20;2024-12;umidade;96.70;77.10;36.80
sirrosteste_UCS_AMV-20;2024-12;luminosidade;27306.20;1269.13;2.20
sirrosteste_UCS_AMV-20;2024-12;ruido;120.00;73.00;44.90
sirrosteste_UCS_AMV-20;2024-12;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-20;2024-12;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-14;2024-06;temperatura;29.70;13.06;0.70
sirrosteste_UCS_AMV-14;2024-06;umidade;83.20;58.43;12.20
sirrosteste_UCS_AMV-14;2024-06;luminosidade;7681.50;1470.98;0.10
sirrosteste_UCS_AMV-14;2024-06;ruido;120.00;70.36;44.60
sirrosteste_UCS_AMV-14;2024-06;eco2;1187.00;142.59;1.00
sirrosteste_UCS_AMV-14;2024-06;etvoc;2221.00;961.35;400.00
sirrosteste_UCS_AMV-17;2024-06;temperatura;60.00;12.99;0.10
sirrosteste_UCS_AMV-17;2024-06;umidade;86.30;62.37;36.90
sirrosteste_UCS_AMV-17;2024-06;luminosidade;13100.70;38.06;0.20
sirrosteste_UCS_AMV-17;2024-06;ruido;120.00;74.61;48.20
sirrosteste_UCS_AMV-17;2024-06;eco2;1184.00;108.11;1.00
sirrosteste_UCS_AMV-17;2024-06;etvoc;2219.00;653.37;400.00
sirrosteste_UCS_AMV-12;2024-06;temperatura;60.00;14.52;0.10
sirrosteste_UCS_AMV-12;2024-06;umidade;85.40;63.24;22.70
sirrosteste_UCS_AMV-12;2024-06;luminosidade;9259.80;130.96;0.10
sirrosteste_UCS_AMV-12;2024-06;ruido;120.00;75.06;46.00
sirrosteste_UCS_AMV-12;2024-06;eco2;939.00;54.32;1.00
sirrosteste_UCS_AMV-12;2024-06;etvoc;2108.00;464.40;400.00
sirrosteste_UCS_AMV-04;2024-06;temperatura;19.50;17.89;16.50
sirrosteste_UCS_AMV-04;2024-06;umidade;80.00;59.88;51.10
sirrosteste_UCS_AMV-04;2024-06;luminosidade;15.20;14.42;11.10
sirrosteste_UCS_AMV-04;2024-06;ruido;99.60;85.46;64.60
sirrosteste_UCS_AMV-04;2024-06;eco2;173.00;32.80;2.00
sirrosteste_UCS_AMV-04;2024-06;etvoc;1470.00;504.27;400.00
sirrosteste_UCS_AMV-18;2024-07;temperatura;20.30;8.27;2.40
sirrosteste_UCS_AMV-18;2024-07;umidade;99.80;95.87;75.50
sirrosteste_UCS_AMV-18;2024-07;luminosidade;4199.30;454.13;1.00
sirrosteste_UCS_AMV-18;2024-07;ruido;114.30;83.45;48.80
sirrosteste_UCS_AMV-18;2024-07;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-18;2024-07;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-09;2024-07;temperatura;28.20;14.32;9.00
sirrosteste_UCS_AMV-09;2024-07;umidade;73.50;63.55;39.90
sirrosteste_UCS_AMV-09;2024-07;luminosidade;1995.70;3.03;0.10
sirrosteste_UCS_AMV-09;2024-07;ruido;120.00;86.55;49.20
sirrosteste_UCS_AMV-09;2024-07;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-09;2024-07;etvoc;403.00;402.99;400.00
sirrosteste_UCS_AMV-23;2024-07;temperatura;28.30;9.81;0.90
sirrosteste_UCS_AMV-23;2024-07;umidade;100.00;91.32;37.80
sirrosteste_UCS_AMV-23;2024-07;luminosidade;1910.90;514.98;0.10
sirrosteste_UCS_AMV-23;2024-07;ruido;111.00;76.92;45.10
sirrosteste_UCS_AMV-23;2024-07;eco2;1127.00;27.58;1.00
sirrosteste_UCS_AMV-23;2024-07;etvoc;2194.00;445.22;400.00
sirrosteste_UCS_AMV-09;2024-12;temperatura;12.80;12.80;12.80
sirrosteste_UCS_AMV-09;2024-12;umidade;50.20;50.20;50.20
sirrosteste_UCS_AMV-09;2024-12;luminosidade;1.20;1.20;1.20
sirrosteste_UCS_AMV-09;2024-12;ruido;88.20;88.20;88.20
sirrosteste_UCS_AMV-09;2024-12;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-09;2024-12;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-07;2025-01;temperatura;30.10;26.81;23.90
sirrosteste_UCS_AMV-07;2025-01;umidade;60.10;52.69;39.80
sirrosteste_UCS_AMV-07;2025-01;luminosidade;13.30;2.15;0.10
sirrosteste_UCS_AMV-07;2025-01;ruido;101.40;54.17;38.80
sirrosteste_UCS_AMV-07;2025-01;eco2;353.00;55.35;1.00
sirrosteste_UCS_AMV-07;2025-01;etvoc;1715.00;761.39;400.00
sirrosteste_UCS_AMV-05;2025-01;temperatura;40.80;24.80;14.10
sirrosteste_UCS_AMV-05;2025-01;umidade;95.60;65.46;26.50
sirrosteste_UCS_AMV-05;2025-01;luminosidade;8359.10;1402.70;0.10
sirrosteste_UCS_AMV-05;2025-01;ruido;109.00;72.05;43.90
sirrosteste_UCS_AMV-05;2025-01;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2025-01;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-10;2025-01;temperatura;39.50;24.79;16.80
sirrosteste_UCS_AMV-10;2025-01;umidade;88.20;62.73;28.90
sirrosteste_UCS_AMV-10;2025-01;luminosidade;696.10;77.59;0.10
sirrosteste_UCS_AMV-10;2025-01;ruido;107.30;69.83;42.90
sirrosteste_UCS_AMV-10;2025-01;eco2;533.00;4.52;1.00
sirrosteste_UCS_AMV-10;2025-01;etvoc;1862.00;420.05;400.00
sirrosteste_UCS_AMV-11;2025-01;temperatura;17.80;17.80;17.30
sirrosteste_UCS_AMV-11;2025-01;umidade;76.00;76.00;75.50
sirrosteste_UCS_AMV-11;2025-01;luminosidade;12877.00;2581.97;0.10
sirrosteste_UCS_AMV-11;2025-01;ruido;120.00;72.22;43.80
sirrosteste_UCS_AMV-11;2025-01;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-11;2025-01;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-04;2025-01;temperatura;30.40;27.10;24.40
sirrosteste_UCS_AMV-04;2025-01;umidade;60.20;53.08;39.90
sirrosteste_UCS_AMV-04;2025-01;luminosidade;7.10;1.01;0.10
sirrosteste_UCS_AMV-04;2025-01;ruido;102.00;85.33;55.40
sirrosteste_UCS_AMV-04;2025-01;eco2;1181.00;71.31;1.00
sirrosteste_UCS_AMV-04;2025-01;etvoc;2217.00;823.62;400.00
sirrosteste_UCS_AMV-16;2025-01;temperatura;41.40;21.20;11.10
sirrosteste_UCS_AMV-16;2025-01;umidade;99.90;84.84;39.10
sirrosteste_UCS_AMV-16;2025-01;luminosidade;27306.20;2533.68;0.10
sirrosteste_UCS_AMV-16;2025-01;ruido;111.20;75.95;46.60
sirrosteste_UCS_AMV-16;2025-01;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2025-01;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-12;2025-01;temperatura;4.70;4.70;4.70
sirrosteste_UCS_AMV-12;2025-01;umidade;88.40;88.40;88.40
sirrosteste_UCS_AMV-12;2025-01;luminosidade;2.50;2.50;2.50
sirrosteste_UCS_AMV-12;2025-01;ruido;73.00;73.00;73.00
sirrosteste_UCS_AMV-12;2025-01;etvoc;401.00;401.00;401.00
sirrosteste_UCS_AMV-18;2025-07;temperatura;3.80;3.80;3.80
sirrosteste_UCS_AMV-18;2025-07;umidade;96.00;96.00;96.00
sirrosteste_UCS_AMV-18;2025-07;luminosidade;340.60;340.60;340.60
sirrosteste_UCS_AMV-18;2025-07;ruido;91.20;91.20;91.20
sirrosteste_UCS_AMV-18;2025-07;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-18;2025-07;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-07;2025-07;temperatura;26.90;26.90;26.90
sirrosteste_UCS_AMV-07;2025-07;umidade;47.90;47.90;47.90
sirrosteste_UCS_AMV-07;2025-07;luminosidade;8.50;8.50;8.50
sirrosteste_UCS_AMV-07;2025-07;ruido;61.30;61.30;61.30
sirrosteste_UCS_AMV-07;2025-07;eco2;200.00;200.00;200.00
sirrosteste_UCS_AMV-07;2025-07;etvoc;1500.00;1500.00;1500.00
sirrosteste_UCS_AMV-08;2025-01;temperatura;14.00;8.70;3.70
sirrosteste_UCS_AMV-08;2025-01;umidade;96.70;93.13;86.40
sirrosteste_UCS_AMV-08;2025-01;ruido;83.40;77.63;70.20
sirrosteste_UCS_AMV-08;2025-01;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-08;2025-01;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-18;2025-01;temperatura;7.10;7.10;7.10
sirrosteste_UCS_AMV-18;2025-01;umidade;97.00;97.00;97.00
sirrosteste_UCS_AMV-18;2025-01;luminosidade;805.50;722.15;638.80
sirrosteste_UCS_AMV-18;2025-01;ruido;91.60;86.75;81.90
sirrosteste_UCS_AMV-18;2025-01;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-18;2025-01;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-16;2024-01;temperatura;28.70;28.70;28.70
sirrosteste_UCS_AMV-16;2024-01;umidade;51.80;51.80;51.80
sirrosteste_UCS_AMV-16;2024-01;luminosidade;4287.20;4287.20;4287.20
sirrosteste_UCS_AMV-16;2024-01;ruido;83.30;83.30;83.30
sirrosteste_UCS_AMV-16;2024-01;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2024-01;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-04;2024-07;temperatura;29.10;27.15;25.60
sirrosteste_UCS_AMV-04;2024-07;umidade;57.80;54.33;51.90
sirrosteste_UCS_AMV-04;2024-07;luminosidade;0.40;0.40;0.40
sirrosteste_UCS_AMV-04;2024-07;ruido;86.20;85.03;84.20
sirrosteste_UCS_AMV-04;2024-07;eco2;59.00;27.75;7.00
sirrosteste_UCS_AMV-04;2024-07;etvoc;789.00;587.25;455.00
sirrosteste_UCS_AMV-23;2025-01;temperatura;7.70;7.70;7.70
sirrosteste_UCS_AMV-23;2025-01;umidade;99.90;99.90;99.90
sirrosteste_UCS_AMV-23;2025-01;luminosidade;5.30;5.30;5.30
sirrosteste_UCS_AMV-23;2025-01;ruido;78.10;78.10;78.10
sirrosteste_UCS_AMV-23;2025-01;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-23;2025-01;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-04;2024-01;temperatura;28.00;28.00;28.00
sirrosteste_UCS_AMV-04;2024-01;umidade;45.80;45.80;45.80
sirrosteste_UCS_AMV-04;2024-01;luminosidade;0.10;0.10;0.10
sirrosteste_UCS_AMV-04;2024-01;ruido;84.20;84.20;84.20
sirrosteste_UCS_AMV-04;2024-01;eco2;5.00;5.00;5.00
sirrosteste_UCS_AMV-04;2024-01;etvoc;441.00;441.00;441.00
sirrosteste_UCS_AMV-07;2024-07;temperatura;27.10;25.70;24.30
sirrosteste_UCS_AMV-07;2024-07;umidade;59.60;58.05;56.50
sirrosteste_UCS_AMV-07;2024-07;luminosidade;0.90;0.90;0.90
sirrosteste_UCS_AMV-07;2024-07;ruido;66.20;58.20;50.20
sirrosteste_UCS_AMV-07;2024-07;eco2;41.00;37.00;33.00
sirrosteste_UCS_AMV-07;2024-07;etvoc;671.00;645.00;619.00
sirrosteste_UCS_AMV-16;2025-02;temperatura;42.20;23.86;15.80
sirrosteste_UCS_AMV-16;2025-02;umidade;100.00;82.90;33.60
sirrosteste_UCS_AMV-16;2025-02;luminosidade;27306.20;1970.98;0.10
sirrosteste_UCS_AMV-16;2025-02;ruido;120.00;75.59;46.90
sirrosteste_UCS_AMV-16;2025-02;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2025-02;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-05;2025-02;temperatura;41.20;27.50;17.90
sirrosteste_UCS_AMV-05;2025-02;umidade;95.00;64.22;28.60
sirrosteste_UCS_AMV-05;2025-02;luminosidade;9466.60;1870.19;0.10
sirrosteste_UCS_AMV-05;2025-02;ruido;109.30;70.34;42.80
sirrosteste_UCS_AMV-05;2025-02;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2025-02;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-07;2025-02;temperatura;30.60;27.93;24.40
sirrosteste_UCS_AMV-07;2025-02;umidade;61.90;53.44;37.70
sirrosteste_UCS_AMV-07;2025-02;luminosidade;46.30;2.60;0.10
sirrosteste_UCS_AMV-07;2025-02;ruido;98.90;55.97;39.80
sirrosteste_UCS_AMV-07;2025-02;eco2;455.00;54.01;1.00
sirrosteste_UCS_AMV-07;2025-02;etvoc;1804.00;745.41;400.00
sirrosteste_UCS_AMV-04;2025-02;temperatura;30.00;27.99;25.30
sirrosteste_UCS_AMV-04;2025-02;umidade;61.60;54.47;38.20
sirrosteste_UCS_AMV-04;2025-02;luminosidade;7.90;1.45;0.10
sirrosteste_UCS_AMV-04;2025-02;ruido;100.60;84.83;49.00
sirrosteste_UCS_AMV-04;2025-02;eco2;398.00;67.33;1.00
sirrosteste_UCS_AMV-04;2025-02;etvoc;1756.00;826.09;400.00
sirrosteste_UCS_AMV-10;2025-02;temperatura;37.50;27.20;20.10
sirrosteste_UCS_AMV-10;2025-02;umidade;87.50;62.16;33.00
sirrosteste_UCS_AMV-10;2025-02;luminosidade;286.50;70.71;0.10
sirrosteste_UCS_AMV-10;2025-02;ruido;108.60;70.86;44.60
sirrosteste_UCS_AMV-10;2025-02;eco2;224.00;14.01;1.00
sirrosteste_UCS_AMV-10;2025-02;etvoc;1573.00;405.69;400.00
sirrosteste_UCS_AMV-11;2025-02;temperatura;17.80;17.80;17.30
sirrosteste_UCS_AMV-11;2025-02;umidade;76.00;76.00;75.50
sirrosteste_UCS_AMV-11;2025-02;luminosidade;9163.80;2024.40;0.10
sirrosteste_UCS_AMV-11;2025-02;ruido;120.00;72.53;45.50
sirrosteste_UCS_AMV-11;2025-02;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-11;2025-02;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-04;2024-02;temperatura;28.90;28.90;28.90
sirrosteste_UCS_AMV-04;2024-02;umidade;49.00;49.00;49.00
sirrosteste_UCS_AMV-04;2024-02;ruido;89.00;89.00;89.00
sirrosteste_UCS_AMV-04;2024-02;eco2;46.00;46.00;46.00
sirrosteste_UCS_AMV-04;2024-02;etvoc;706.00;706.00;706.00
sirrosteste_UCS_AMV-05;2025-03;temperatura;40.40;25.11;14.00
sirrosteste_UCS_AMV-05;2025-03;umidade;94.30;65.51;32.20
sirrosteste_UCS_AMV-05;2025-03;luminosidade;5383.20;1595.78;0.10
sirrosteste_UCS_AMV-05;2025-03;ruido;102.00;70.51;43.20
sirrosteste_UCS_AMV-05;2025-03;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-05;2025-03;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-16;2025-03;temperatura;41.40;21.77;11.40
sirrosteste_UCS_AMV-16;2025-03;umidade;100.00;82.19;31.80
sirrosteste_UCS_AMV-16;2025-03;luminosidade;27306.20;1318.06;0.10
sirrosteste_UCS_AMV-16;2025-03;ruido;105.00;75.54;49.60
sirrosteste_UCS_AMV-16;2025-03;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2025-03;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-10;2025-03;temperatura;35.20;24.69;16.00
sirrosteste_UCS_AMV-10;2025-03;umidade;93.60;65.17;35.70
sirrosteste_UCS_AMV-10;2025-03;luminosidade;148.70;55.36;0.10
sirrosteste_UCS_AMV-10;2025-03;ruido;108.10;71.91;43.60
sirrosteste_UCS_AMV-10;2025-03;eco2;202.00;13.24;1.00
sirrosteste_UCS_AMV-10;2025-03;etvoc;1544.00;447.06;400.00
sirrosteste_UCS_AMV-11;2025-03;temperatura;22.90;17.78;16.60
sirrosteste_UCS_AMV-11;2025-03;umidade;99.90;79.67;75.50
sirrosteste_UCS_AMV-11;2025-03;luminosidade;7924.60;1739.53;0.10
sirrosteste_UCS_AMV-11;2025-03;ruido;120.00;72.49;44.10
sirrosteste_UCS_AMV-11;2025-03;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-11;2025-03;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-13;2024-07;temperatura;24.60;24.52;24.40
sirrosteste_UCS_AMV-13;2024-07;umidade;48.30;48.12;47.90
sirrosteste_UCS_AMV-13;2024-07;luminosidade;838.80;830.53;825.60
sirrosteste_UCS_AMV-13;2024-07;ruido;93.50;86.30;81.30
sirrosteste_UCS_AMV-13;2024-07;etvoc;407.00;402.50;400.00
sirrosteste_UCS_AMV-17;2025-03;temperatura;24.60;18.90;14.30
sirrosteste_UCS_AMV-17;2025-03;umidade;92.10;77.48;44.10
sirrosteste_UCS_AMV-17;2025-03;luminosidade;139.80;30.91;0.10
sirrosteste_UCS_AMV-17;2025-03;ruido;103.60;78.38;51.20
sirrosteste_UCS_AMV-17;2025-03;eco2;1183.00;130.73;1.00
sirrosteste_UCS_AMV-17;2025-03;etvoc;2217.00;970.65;400.00
sirrosteste_UCS_AMV-13;2025-03;temperatura;28.20;21.74;14.80
sirrosteste_UCS_AMV-13;2025-03;umidade;88.10;67.94;38.40
sirrosteste_UCS_AMV-13;2025-03;luminosidade;6162.30;678.76;0.10
sirrosteste_UCS_AMV-13;2025-03;ruido;120.00;80.24;47.50
sirrosteste_UCS_AMV-13;2025-03;eco2;69.00;19.97;1.00
sirrosteste_UCS_AMV-13;2025-03;etvoc;862.00;401.98;400.00
sirrosteste_UCS_AMV-04;2025-03;temperatura;32.10;23.91;21.10
sirrosteste_UCS_AMV-04;2025-03;umidade;74.40;65.15;32.70
sirrosteste_UCS_AMV-04;2025-03;luminosidade;2196.70;7.31;0.10
sirrosteste_UCS_AMV-04;2025-03;ruido;120.00;77.09;40.60
sirrosteste_UCS_AMV-04;2025-03;eco2;1187.00;181.45;1.00
sirrosteste_UCS_AMV-04;2025-03;etvoc;2219.00;1034.18;400.00
sirrosteste_UCS_AMV-07;2025-03;temperatura;26.10;26.02;25.90
sirrosteste_UCS_AMV-07;2025-03;umidade;44.40;42.45;40.10
sirrosteste_UCS_AMV-07;2025-03;luminosidade;38.40;35.36;31.70
sirrosteste_UCS_AMV-07;2025-03;ruido;81.20;75.11;69.60
sirrosteste_UCS_AMV-07;2025-03;etvoc;405.00;401.00;400.00
sirrosteste_UCS_AMV-20;2025-03;temperatura;25.60;18.40;16.90
sirrosteste_UCS_AMV-20;2025-03;umidade;85.70;81.41;59.50
sirrosteste_UCS_AMV-20;2025-03;luminosidade;1872.30;143.47;2.30
sirrosteste_UCS_AMV-20;2025-03;ruido;110.90;84.11;72.30
sirrosteste_UCS_AMV-20;2025-03;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-20;2025-03;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-16;2025-04;temperatura;29.00;19.68;17.40
sirrosteste_UCS_AMV-16;2025-04;umidade;99.90;94.89;61.00
sirrosteste_UCS_AMV-16;2025-04;luminosidade;8770.00;1145.69;0.10
sirrosteste_UCS_AMV-16;2025-04;ruido;106.20;76.61;49.10
sirrosteste_UCS_AMV-16;2025-04;eco2;20.00;20.00;20.00
sirrosteste_UCS_AMV-16;2025-04;etvoc;403.00;403.00;403.00
sirrosteste_UCS_AMV-13;2025-04;temperatura;27.70;21.47;19.10
sirrosteste_UCS_AMV-13;2025-04;umidade;89.00;81.29;61.40
sirrosteste_UCS_AMV-13;2025-04;luminosidade;1585.40;472.66;0.30
sirrosteste_UCS_AMV-13;2025-04;ruido;109.20;78.05;50.60
sirrosteste_UCS_AMV-13;2025-04;etvoc;400.00;400.00;400.00
